agent,num_ues,carrier_freq_ghz,bandwidth_mhz,cbr_profile,speed_profile,seed,num_steps,spectral_efficiency_bps_hz,queue_delay_p95_ms,ric_latency_mean_ms,total_reward,mean_throughput_bits,mean_queue_bits
ProportionalFair,50,0.7,10.0,"(4000,)","(0.0,)",46,5,7.654395,5.0292,0.184802,380417.35,76543.95,4604796.99
ProportionalFair,50,0.7,10.0,"(4000,)","(0.0,)",47,5,16.406586,5.0162,0.186287,818182.53,164065.86,4293565.93
ProportionalFair,50,0.7,10.0,"(4000,)","(0.0,)",48,5,7.609339,5.0275,0.160020,378173.89,76093.39,4586082.45
ProportionalFair,50,0.7,10.0,"(4000,)","(0.0,)",50,5,4.177784,5.0227,0.183163,206557.30,41777.84,4663804.82
ProportionalFair,50,0.7,10.0,"(4000,)","(0.0,)",51,5,12.801567,5.0118,0.180790,637873.97,128015.67,4408731.79
ProportionalFair,50,2.0,10.0,"(4000,)","(0.0,)",42,5,7.104625,5.0160,0.208931,352934.51,71046.25,4593508.73
ProportionalFair,50,0.7,10.0,"(4000,)","(0.0,)",49,5,10.716029,5.0252,0.166874,533550.87,107160.29,4501156.42
ProportionalFair,50,2.0,10.0,"(4000,)","(0.0,)",43,5,9.551680,5.0192,0.180819,475318.94,95516.80,4530115.45
ProportionalFair,50,2.0,10.0,"(4000,)","(0.0,)",44,5,12.083242,5.0194,0.160877,601935.86,120832.42,4452517.57
ProportionalFair,50,2.0,10.0,"(4000,)","(0.0,)",46,5,7.458106,5.0292,0.167816,370600.03,74581.06,4610576.61
ProportionalFair,50,2.0,10.0,"(4000,)","(0.0,)",47,5,15.946351,5.0162,0.160523,795163.34,159463.51,4308406.06
ProportionalFair,50,2.0,10.0,"(4000,)","(0.0,)",45,5,9.134097,5.0188,0.483142,454435.98,91340.97,4537727.49
ProportionalFair,50,2.0,10.0,"(4000,)","(0.0,)",48,5,7.500784,5.0275,0.160838,372743.41,75007.84,4591619.20
ProportionalFair,50,2.0,10.0,"(4000,)","(0.0,)",49,5,10.585170,5.0252,0.195620,527005.19,105851.70,4506608.89
ProportionalFair,50,2.0,10.0,"(4000,)","(0.0,)",51,5,12.190891,5.0118,0.157636,607331.88,121908.91,4425340.21
ProportionalFair,50,2.0,10.0,"(4000,)","(0.0,)",50,5,4.068735,5.0227,0.164310,201102.88,40687.35,4667730.59
ProportionalFair,50,0.7,10.0,"(1000,)","(3.0,)",43,5,2.465331,5.0331,0.216892,122701.30,24653.31,1130527.84
ProportionalFair,50,0.7,10.0,"(1000,)","(3.0,)",44,5,4.486240,5.0586,0.168532,223776.14,44862.40,1071727.19
ProportionalFair,50,0.7,10.0,"(1000,)","(3.0,)",42,5,3.266202,5.0397,0.164980,162751.99,32662.02,1116196.53
ProportionalFair,50,0.7,10.0,"(1000,)","(3.0,)",45,5,3.998454,5.0469,0.161056,199371.23,39984.54,1102892.08
ProportionalFair,50,0.7,10.0,"(1000,)","(3.0,)",46,5,2.190385,5.0682,0.158220,108947.77,21903.85,1142992.80
ProportionalFair,50,0.7,10.0,"(1000,)","(3.0,)",47,5,4.471254,5.0446,0.157272,223028.81,44712.54,1067783.33
ProportionalFair,50,0.7,10.0,"(1000,)","(3.0,)",48,5,2.428000,5.0426,0.230635,120833.79,24280.00,1132427.19
ProportionalFair,50,0.7,10.0,"(1000,)","(3.0,)",49,5,4.146132,5.0522,0.198143,206758.44,41461.32,1096365.38
ProportionalFair,50,0.7,10.0,"(1000,)","(3.0,)",50,5,2.904256,5.0248,0.159069,144648.44,29042.56,1128694.08
ProportionalFair,50,0.7,10.0,"(1000,)","(3.0,)",51,5,3.827121,5.0186,0.404191,190819.63,38271.21,1072861.44
ProportionalFair,50,2.0,10.0,"(1000,)","(3.0,)",43,5,2.438904,5.0331,0.164152,121379.73,24389.04,1130901.16
ProportionalFair,50,2.0,10.0,"(1000,)","(3.0,)",42,5,3.146248,5.0397,0.474852,156752.81,31462.48,1119140.86
ProportionalFair,50,2.0,10.0,"(1000,)","(3.0,)",44,5,4.471405,5.0586,0.201186,223033.88,44714.05,1072747.94
ProportionalFair,50,2.0,10.0,"(1000,)","(3.0,)",45,5,3.813070,5.0469,0.158702,190100.30,38130.70,1106381.66
ProportionalFair,50,2.0,10.0,"(1000,)","(3.0,)",46,5,2.114051,5.0682,0.156844,105130.06,21140.51,1144955.69
ProportionalFair,50,2.0,10.0,"(1000,)","(3.0,)",47,5,4.436475,5.0446,0.160835,221289.54,44364.75,1068458.27
ProportionalFair,50,2.0,10.0,"(1000,)","(3.0,)",48,5,2.428000,5.0426,0.366290,120833.51,24280.00,1132972.43
ProportionalFair,50,2.0,10.0,"(1000,)","(3.0,)",49,5,4.037083,5.0522,0.186431,201304.56,40370.83,1099200.66
ProportionalFair,50,2.0,10.0,"(1000,)","(3.0,)",51,5,3.750787,5.0186,0.228615,187001.76,37507.87,1075151.47
ProportionalFair,50,2.0,10.0,"(1000,)","(3.0,)",50,5,2.740682,5.0248,0.165722,136467.84,27406.82,1132510.81
ProportionalFair,50,0.7,10.0,"(4000,)","(3.0,)",42,5,7.191865,5.0160,0.155991,357298.01,71918.65,4590455.34
ProportionalFair,50,0.7,10.0,"(4000,)","(3.0,)",43,5,9.551680,5.0192,0.158180,475319.43,95516.80,4529134.00
ProportionalFair,50,0.7,10.0,"(4000,)","(3.0,)",44,5,12.471687,5.0194,0.158652,621364.63,124716.87,4439473.01
ProportionalFair,50,0.7,10.0,"(4000,)","(3.0,)",45,5,9.384910,5.0188,0.171283,466980.56,93849.10,4529875.93
ProportionalFair,50,0.7,10.0,"(4000,)","(3.0,)",46,5,7.654392,5.0292,0.157173,380417.19,76543.92,4604797.06
ProportionalFair,50,0.7,10.0,"(4000,)","(3.0,)",47,5,16.406582,5.0162,0.270113,818182.29,164065.82,4293566.07
ProportionalFair,50,0.7,10.0,"(4000,)","(3.0,)",48,5,7.609340,5.0275,0.164340,378173.96,76093.40,4586082.46
ProportionalFair,50,0.7,10.0,"(4000,)","(3.0,)",50,5,4.177784,5.0227,0.194182,206557.30,41777.84,4663804.82
ProportionalFair,50,0.7,10.0,"(4000,)","(3.0,)",49,5,10.716028,5.0252,0.162518,533550.84,107160.28,4501156.44
ProportionalFair,50,0.7,10.0,"(4000,)","(3.0,)",51,5,12.801563,5.0118,0.193164,637873.77,128015.63,4408731.85
ProportionalFair,50,2.0,10.0,"(4000,)","(3.0,)",42,5,7.104625,5.0160,0.159846,352934.52,71046.25,4593508.72
ProportionalFair,50,2.0,10.0,"(4000,)","(3.0,)",44,5,12.083243,5.0194,0.163552,601935.91,120832.43,4452517.59
ProportionalFair,50,2.0,10.0,"(4000,)","(3.0,)",45,5,9.134097,5.0188,0.160603,454435.97,91340.97,4537727.48
ProportionalFair,50,2.0,10.0,"(4000,)","(3.0,)",46,5,7.458103,5.0292,0.169476,370599.87,74581.03,4610576.68
ProportionalFair,50,2.0,10.0,"(4000,)","(3.0,)",43,5,9.551680,5.0192,0.195720,475318.94,95516.80,4530115.44
ProportionalFair,50,2.0,10.0,"(4000,)","(3.0,)",47,5,15.946347,5.0162,0.165313,795163.13,159463.47,4308406.24
ProportionalFair,50,2.0,10.0,"(4000,)","(3.0,)",48,5,7.500786,5.0275,0.201778,372743.50,75007.86,4591619.20
ProportionalFair,50,2.0,10.0,"(4000,)","(3.0,)",49,5,10.585169,5.0252,0.206885,527005.16,105851.69,4506608.91
ProportionalFair,50,2.0,10.0,"(4000,)","(3.0,)",51,5,12.190887,5.0118,0.187747,607331.68,121908.87,4425340.26
ProportionalFair,50,0.7,10.0,"(1000,)","(20.0,)",43,5,2.465332,5.0331,0.263941,122701.33,24653.32,1130527.82
ProportionalFair,50,2.0,10.0,"(4000,)","(3.0,)",50,5,4.068735,5.0227,0.162130,201102.87,40687.35,4667730.59
ProportionalFair,50,0.7,10.0,"(1000,)","(20.0,)",45,5,3.998468,5.0469,0.166371,199371.97,39984.68,1102891.86
ProportionalFair,50,0.7,10.0,"(1000,)","(20.0,)",42,5,3.266195,5.0397,0.652613,162751.64,32661.95,1116196.61
ProportionalFair,50,0.7,10.0,"(1000,)","(20.0,)",46,5,2.190382,5.0682,0.163712,108947.61,21903.82,1142992.88
ProportionalFair,50,0.7,10.0,"(1000,)","(20.0,)",44,5,4.486240,5.0586,0.384830,223776.14,44862.40,1071727.16
ProportionalFair,50,0.7,10.0,"(1000,)","(20.0,)",48,5,2.428000,5.0426,0.171746,120833.79,24280.00,1132427.15
ProportionalFair,50,0.7,10.0,"(1000,)","(20.0,)",47,5,4.471254,5.0446,0.159838,223028.81,44712.54,1067783.33
ProportionalFair,50,0.7,10.0,"(1000,)","(20.0,)",49,5,4.146134,5.0522,0.157549,206758.52,41461.34,1096365.35
ProportionalFair,50,0.7,10.0,"(1000,)","(20.0,)",50,5,2.904237,5.0248,0.201061,144647.52,29042.37,1128694.27
ProportionalFair,50,0.7,10.0,"(1000,)","(20.0,)",51,5,3.827121,5.0186,0.160204,190819.64,38271.21,1072861.47
ProportionalFair,50,2.0,10.0,"(1000,)","(20.0,)",43,5,2.438908,5.0331,0.157527,121379.93,24389.08,1130901.11
ProportionalFair,50,2.0,10.0,"(1000,)","(20.0,)",42,5,3.146241,5.0397,0.272069,156752.46,31462.41,1119140.94
ProportionalFair,50,2.0,10.0,"(1000,)","(20.0,)",44,5,4.471409,5.0586,0.161196,223034.09,44714.09,1072747.87
ProportionalFair,50,2.0,10.0,"(1000,)","(20.0,)",46,5,2.114048,5.0682,0.190371,105129.91,21140.48,1144955.77
ProportionalFair,50,2.0,10.0,"(1000,)","(20.0,)",45,5,3.813085,5.0469,0.162696,190101.04,38130.85,1106381.44
ProportionalFair,50,2.0,10.0,"(1000,)","(20.0,)",47,5,4.436473,5.0446,0.748548,221289.41,44364.73,1068458.29
ProportionalFair,50,2.0,10.0,"(1000,)","(20.0,)",48,5,2.428000,5.0426,0.162563,120833.51,24280.00,1132972.40
ProportionalFair,50,2.0,10.0,"(1000,)","(20.0,)",49,5,4.037085,5.0522,0.156665,201304.64,40370.85,1099200.63
ProportionalFair,50,2.0,10.0,"(1000,)","(20.0,)",50,5,2.740663,5.0248,0.159259,136466.92,27406.63,1132510.99
ProportionalFair,50,2.0,10.0,"(1000,)","(20.0,)",51,5,3.750787,5.0186,0.233811,187001.77,37507.87,1075151.51
ProportionalFair,50,0.7,10.0,"(4000,)","(20.0,)",43,5,9.551680,5.0192,0.193548,475319.43,95516.80,4529133.94
ProportionalFair,50,0.7,10.0,"(4000,)","(20.0,)",42,5,7.191865,5.0160,0.381793,357298.04,71918.65,4590455.32
ProportionalFair,50,0.7,10.0,"(4000,)","(20.0,)",44,5,12.471677,5.0194,0.220470,621364.13,124716.77,4439473.29
ProportionalFair,50,0.7,10.0,"(4000,)","(20.0,)",46,5,7.654374,5.0292,0.156382,380416.28,76543.74,4604797.46
ProportionalFair,50,0.7,10.0,"(4000,)","(20.0,)",45,5,9.384908,5.0188,0.425107,466980.48,93849.08,4529875.85
ProportionalFair,50,0.7,10.0,"(4000,)","(20.0,)",47,5,16.406555,5.0162,0.198025,818180.98,164065.55,4293566.84
ProportionalFair,50,0.7,10.0,"(4000,)","(20.0,)",49,5,10.716025,5.0252,0.158295,533550.67,107160.25,4501156.56
ProportionalFair,50,0.7,10.0,"(4000,)","(20.0,)",48,5,7.609348,5.0275,0.159935,378174.34,76093.48,4586082.55
ProportionalFair,50,0.7,10.0,"(4000,)","(20.0,)",50,5,4.177784,5.0227,0.178127,206557.30,41777.84,4663804.82
ProportionalFair,50,2.0,10.0,"(4000,)","(20.0,)",42,5,7.104626,5.0160,0.159960,352934.55,71046.26,4593508.70
ProportionalFair,50,0.7,10.0,"(4000,)","(20.0,)",51,5,12.801541,5.0118,0.213050,637872.67,128015.41,4408732.23
ProportionalFair,50,2.0,10.0,"(4000,)","(20.0,)",43,5,9.551680,5.0192,0.427140,475318.94,95516.80,4530115.39
ProportionalFair,50,2.0,10.0,"(4000,)","(20.0,)",44,5,12.083249,5.0194,0.282453,601936.20,120832.49,4452517.71
ProportionalFair,50,2.0,10.0,"(4000,)","(20.0,)",45,5,9.134095,5.0188,0.159331,454435.89,91340.95,4537727.40
ProportionalFair,50,2.0,10.0,"(4000,)","(20.0,)",46,5,7.458085,5.0292,0.160850,370598.96,74580.85,4610577.07
ProportionalFair,50,2.0,10.0,"(4000,)","(20.0,)",47,5,15.946322,5.0162,0.158059,795161.89,159463.22,4308407.24
ProportionalFair,50,2.0,10.0,"(4000,)","(20.0,)",50,5,4.068735,5.0227,0.243252,201102.87,40687.35,4667730.60
ProportionalFair,50,2.0,10.0,"(4000,)","(20.0,)",49,5,10.585166,5.0252,0.170839,527004.99,105851.66,4506609.03
ProportionalFair,50,2.0,10.0,"(4000,)","(20.0,)",48,5,7.500796,5.0275,0.647648,372743.97,75007.96,4591619.20
ProportionalFair,50,2.0,10.0,"(4000,)","(20.0,)",51,5,12.190865,5.0118,0.163686,607330.58,121908.65,4425340.55
